#{"t_start": 1743034456.1590307, "env_id": "PandaReach-v3"}
r,l,t
-5.0,6,-18706.415302
-6.0,7,-18706.407046
-4.0,5,-18706.400813
-3.0,4,-18706.393275
-2.0,3,-18706.385264
-2.0,3,-18706.382539
-10.0,11,-18706.370901
0.0,1,-18706.361939
-3.0,4,-18706.358073
-1.0,2,-18706.352969
-2.0,3,-18706.349849
-4.0,5,-18706.340329
0.0,1,-18706.337005
-4.0,5,-18706.332345
-4.0,5,-18706.3257
-1.0,2,-18706.319619
-1.0,2,-18706.317677
-2.0,3,-18706.309855
-2.0,3,-18706.306899
-3.0,4,-18706.300969
-5.0,6,-18706.290715
-8.0,9,-18706.280017
-1.0,2,-18706.26924
-2.0,3,-18706.266411
-2.0,3,-18706.260046
-3.0,4,-18706.256252
-3.0,4,-18706.251601
-3.0,4,-18706.247699
-4.0,5,-18706.242451
-3.0,4,-18706.23401
-4.0,5,-18706.223796
-2.0,3,-18706.218647
-7.0,8,-18706.20293
-3.0,4,-18706.190958
-8.0,9,-18705.148426
-2.0,3,-18705.138585
-3.0,4,-18705.130481
-3.0,4,-18705.122129
-2.0,3,-18705.114842
-4.0,5,-18705.110254
-2.0,3,-18705.097493
-2.0,3,-18705.089438
-5.0,6,-18705.078631
-5.0,6,-18705.070946
-2.0,3,-18705.064954
-6.0,7,-18705.057878
-3.0,4,-18705.0478
-2.0,3,-18705.040755
-2.0,3,-18705.037751
-2.0,3,-18705.032861
-2.0,3,-18705.029878
-1.0,2,-18705.025348
-3.0,4,-18705.021539
-2.0,3,-18705.015709
-1.0,2,-18705.013718
-3.0,4,-18705.006698
-3.0,4,-18705.002975
-1.0,2,-18705.000332
-2.0,3,-18704.997323
-4.0,5,-18704.988244
-3.0,4,-18704.981183
-5.0,6,-18704.970952
-2.0,3,-18704.965678
-3.0,4,-18704.96197
-3.0,4,-18704.95685
-3.0,4,-18704.953379
-2.0,3,-18704.949538
-3.0,4,-18704.945973
-3.0,4,-18704.940256
-3.0,4,-18704.936652
-2.0,3,-18704.932724
-6.0,7,-18704.926105
-3.0,4,-18704.914318
-7.0,8,-18704.901764
-1.0,2,-18704.89109
-2.0,3,-18704.888191
-3.0,4,-18704.880337
-4.0,5,-18704.87206
-5.0,6,-18704.861403
-3.0,4,-18704.853861
-2.0,3,-18704.846938
-2.0,3,-18704.839374
-3.0,4,-18704.835063
-2.0,3,-18704.8315
-1.0,2,-18704.829542
-3.0,4,-18704.821796
-3.0,4,-18704.813013
-2.0,3,-18704.806101
-2.0,3,-18704.798539
-1.0,2,-18704.796552
-2.0,3,-18704.790297
-2.0,3,-18704.786971
-2.0,3,-18704.780946
-7.0,8,-18704.773627
-4.0,5,-18704.763213
-3.0,4,-18704.756165
-2.0,3,-18704.747983
-2.0,3,-18704.739395
-3.0,4,-18704.730789
-3.0,4,-18704.722609
-1.0,2,-18704.71592
-2.0,3,-18704.71298
-6.0,7,-18704.702511
-3.0,4,-18704.69747
-3.0,4,-18704.68932
-4.0,5,-18704.679642
-6.0,7,-18704.670202
-5.0,6,-18704.662868
-3.0,4,-18704.655733
0.0,1,-18704.649846
-4.0,5,-18704.645102
-7.0,8,-18704.636359
-14.0,15,-18704.620392
-4.0,5,-18704.612967
-4.0,5,-18704.605118
-2.0,3,-18704.597883
-4.0,5,-18704.593426
-1.0,2,-18704.591177
-3.0,4,-18704.587699
-4.0,5,-18704.580193
-1.0,2,-18704.574294
-3.0,4,-18704.570309
-2.0,3,-18704.565269
-1.0,2,-18704.562792
-3.0,4,-18704.555573
-2.0,3,-18704.547697
0.0,1,-18704.546396
-4.0,5,-18704.538301
-7.0,8,-18704.52698
-9.0,10,-18704.517535
-5.0,6,-18704.503357
-3.0,4,-18704.497307
-3.0,4,-18704.488339
-2.0,3,-18704.480809
-2.0,3,-18704.477916
-5.0,6,-18704.470655
-3.0,4,-18704.463442
-1.0,2,-18704.456847
-1.0,2,-18704.454872
-2.0,3,-18704.447682
-10.0,11,-18704.437967
-2.0,3,-18704.431104
-5.0,6,-18704.425155
-1.0,2,-18704.415286
-2.0,3,-18704.411963
-2.0,3,-18704.406045
-2.0,3,-18704.403208
-3.0,4,-18704.396769
-2.0,3,-18704.388774
-2.0,3,-18704.385684
-3.0,4,-18704.381875
-4.0,5,-18704.377049
-3.0,4,-18704.372195
-5.0,6,-18704.366183
-3.0,4,-18704.354926
-2.0,3,-18704.347446
-2.0,3,-18704.344633
-3.0,4,-18704.337422
-4.0,5,-18704.329121
-3.0,4,-18704.321945
-1.0,2,-18704.320042
-2.0,3,-18704.317264
-2.0,3,-18704.313981
-3.0,4,-18704.31009
-2.0,3,-18704.307273
-2.0,3,-18704.304486
-2.0,3,-18704.297317
-3.0,4,-18704.29356
-4.0,5,-18704.287382
-3.0,4,-18704.280244
-2.0,3,-18704.272401
-1.0,2,-18704.270166
-2.0,3,-18704.264199
-2.0,3,-18704.261285
-2.0,3,-18704.255459
-1.0,2,-18704.253494
-2.0,3,-18704.246973
-4.0,5,-18704.242726
-2.0,3,-18704.239395
-2.0,3,-18704.236572
-1.0,2,-18704.231611
-3.0,4,-18704.227751
-4.0,5,-18704.221137
-1.0,2,-18704.214613
-3.0,4,-18704.210716
-3.0,4,-18704.204785
-2.0,3,-18704.196958
-3.0,4,-18704.193309
-3.0,4,-18704.18875
-2.0,3,-18704.185971
-2.0,3,-18704.180951
-2.0,3,-18704.177793
-2.0,3,-18704.172462
-2.0,3,-18704.169435
-1.0,2,-18704.16514
-2.0,3,-18704.16227
-3.0,4,-18704.153704
0.0,1,-18704.14899
-3.0,4,-18704.137361
-6.0,7,-18704.126944
0.0,1,-18704.124013
-1.0,2,-18704.121835
-6.0,7,-18704.115856
-4.0,5,-18704.103065
-1.0,2,-18704.09825
-3.0,4,-18704.094558
-2.0,3,-18704.088985
-2.0,3,-18704.086226
-3.0,4,-18704.079742
-3.0,4,-18704.071221
-4.0,5,-18704.061972
-2.0,3,-18704.055424
-3.0,4,-18704.051494
-4.0,5,-18704.046117
-3.0,4,-18704.037849
-5.0,6,-18704.027541
-1.0,2,-18704.022873
-4.0,5,-18704.018287
-2.0,3,-18704.013554
-3.0,4,-18704.009974
-1.0,2,-18704.005999
-2.0,3,-18704.002997
-6.0,7,-18703.992741
-3.0,4,-18703.987897
-3.0,4,-18703.98391
-3.0,4,-18703.979872
-1.0,2,-18703.977585
-6.0,7,-18703.971014
-2.0,3,-18703.963308
-3.0,4,-18703.959807
-1.0,2,-18703.956291
-1.0,2,-18703.954145
-4.0,5,-18703.944789
-3.0,4,-18703.937345
-1.0,2,-18703.93061
-1.0,2,-18703.928606
-3.0,4,-18703.92058
-2.0,3,-18703.913042
0.0,1,-18703.911616
-3.0,4,-18703.903774
-7.0,8,-18703.892168
-2.0,3,-18703.88742
-4.0,5,-18703.878026
-2.0,3,-18703.871732
-2.0,3,-18703.868662
-1.0,2,-18703.864436
-2.0,3,-18703.86168
0.0,1,-18703.856167
-3.0,4,-18703.851815
-7.0,8,-18703.842339
-1.0,2,-18703.839487
-5.0,6,-18703.833869
-3.0,4,-18703.82941
-3.0,4,-18703.825728
-1.0,2,-18703.822744
-3.0,4,-18703.818564
-3.0,4,-18703.812153
-2.0,3,-18703.804346
-1.0,2,-18703.802407
-2.0,3,-18703.796198
-3.0,4,-18703.792483
-3.0,4,-18703.787164
-7.0,8,-18703.775079
-2.0,3,-18703.771727
-3.0,4,-18703.767894
-2.0,3,-18703.763148
-2.0,3,-18703.760329
-2.0,3,-18703.754793
-1.0,2,-18703.752663
-3.0,4,-18703.744749
-2.0,3,-18703.73761
-6.0,7,-18703.731474
-6.0,7,-18703.717371
-2.0,3,-18703.713252
-7.0,8,-18703.706387
-2.0,3,-18703.695803
-2.0,3,-18703.692904
-2.0,3,-18703.687977
-2.0,3,-18703.685116
-2.0,3,-18703.679022
-6.0,7,-18703.672492
-6.0,7,-18703.659167
-2.0,3,-18703.654553
-1.0,2,-18703.652517
-2.0,3,-18703.6459
-2.0,3,-18703.643012
-2.0,3,-18703.637765
-1.0,2,-18703.635591
-2.0,3,-18703.628364
-5.0,6,-18703.623052
-3.0,4,-18703.60862
-2.0,3,-18703.603575
-1.0,2,-18703.601655
-2.0,3,-18703.595902
-4.0,5,-18703.58476
-3.0,4,-18703.578531
-2.0,3,-18703.569835
-3.0,4,-18703.565955
-3.0,4,-18703.561275
-8.0,9,-18703.553165
-4.0,5,-18703.5429
-1.0,2,-18703.537239
-2.0,3,-18703.534422
-5.0,6,-18703.52529
-1.0,2,-18703.520866
-3.0,4,-18703.517034
-11.0,12,-18703.503702
-4.0,5,-18703.492572
-3.0,4,-18703.485665
-4.0,5,-18703.475361
-3.0,4,-18703.470071
-6.0,7,-18703.458676
-2.0,3,-18703.45405
-2.0,3,-18703.450654
-1.0,2,-18703.446152
-3.0,4,-18703.442291
-2.0,3,-18703.437443
-3.0,4,-18703.433393
-3.0,4,-18703.428088
-2.0,3,-18703.420453
-4.0,5,-18703.416053
-5.0,6,-18703.409652
0.0,1,-18703.405529
-3.0,4,-18703.401871
-5.0,6,-18703.39264
-2.0,3,-18703.387064
0.0,1,-18703.385859
-4.0,5,-18703.376484
-4.0,5,-18703.36857
0.0,1,-18703.363795
-3.0,4,-18703.359701
-3.0,4,-18703.352509
-2.0,3,-18703.344792
-3.0,4,-18703.340916
-4.0,5,-18703.336151
0.0,1,-18703.329969
-4.0,5,-18703.325268
-2.0,3,-18703.320661
-3.0,4,-18703.316844
-4.0,5,-18703.310442
-1.0,2,-18703.304427
-2.0,3,-18703.301527
-5.0,6,-18703.292569
-6.0,7,-18703.283576
-5.0,6,-18703.27636
-5.0,6,-18703.267486
-3.0,4,-18703.261199
-3.0,4,-18703.252757
-4.0,5,-18703.243047
-2.0,3,-18703.236617
-3.0,4,-18703.232813
-2.0,3,-18703.228942
-5.0,6,-18703.223542
-3.0,4,-18703.219891
-2.0,3,-18703.217157
-6.0,7,-18703.208601
-6.0,7,-18703.199952
-2.0,3,-18703.195135
-1.0,2,-18703.193066
-4.0,5,-18703.185078
-5.0,6,-18703.175521
-4.0,5,-18703.168309
-1.0,2,-18703.162584
-2.0,3,-18703.159653
0.0,1,-18703.155055
-3.0,4,-18703.151235
-4.0,5,-18703.143205
-2.0,3,-18703.136441
0.0,1,-18703.135087
-2.0,3,-18703.127873
-1.0,2,-18703.125828
-1.0,2,-18703.120685
-2.0,3,-18703.117934
-3.0,4,-18703.110402
-3.0,4,-18703.101885
-2.0,3,-18703.094407
-3.0,4,-18703.090709
-2.0,3,-18703.086782
-3.0,4,-18703.082918
-1.0,2,-18703.07912
-4.0,5,-18703.074506
-4.0,5,-18703.068213
-3.0,4,-18703.060201
-6.0,7,-18703.049825
-6.0,7,-18703.041374
-2.0,3,-18703.036588
0.0,1,-18703.035343
-4.0,5,-18703.02537
-2.0,3,-18703.019039
-2.0,3,-18703.016257
-3.0,4,-18703.010018
-2.0,3,-18703.002407
-2.0,3,-18702.999625
-3.0,4,-18702.993805
-1.0,2,-18702.986953
-2.0,3,-18702.984052
-3.0,4,-18702.976789
-4.0,5,-18702.967213
-2.0,3,-18702.961095
-3.0,4,-18702.957575
-2.0,3,-18702.953125
-3.0,4,-18702.949574
-4.0,5,-18702.943235
-4.0,5,-18702.934105
-1.0,2,-18702.92858
-3.0,4,-18702.924756
-4.0,5,-18702.917819
-2.0,3,-18702.910814
-3.0,4,-18702.907111
-2.0,3,-18702.903028
-2.0,3,-18702.900144
-3.0,4,-18702.893695
-2.0,3,-18702.890502
-4.0,5,-18702.8846
-1.0,2,-18702.87797
-7.0,8,-18702.870754
-5.0,6,-18702.857774
-4.0,5,-18702.85051
-2.0,3,-18702.844206
-3.0,4,-18702.840562
-3.0,4,-18702.83548
-3.0,4,-18702.831577
-2.0,3,-18702.827724
-3.0,4,-18702.824058
-4.0,5,-18702.817754
-2.0,3,-18702.810751
-2.0,3,-18702.807989
-3.0,4,-18702.801866
-2.0,3,-18702.793919
-1.0,2,-18702.791929
-3.0,4,-18702.784975
-4.0,5,-18702.774961
-2.0,3,-18702.768755
-4.0,5,-18702.764446
-2.0,3,-18702.760969
-3.0,4,-18702.757201
-6.0,7,-18702.748336
-3.0,4,-18702.743031
-2.0,3,-18702.735217
-1.0,2,-18702.733325
-2.0,3,-18702.727226
-4.0,5,-18702.722456
0.0,1,-18702.721098
-3.0,4,-18702.717368
-2.0,3,-18702.710618
-2.0,3,-18702.707865
-4.0,5,-18702.700549
-3.0,4,-18702.692582
0.0,1,-18702.687053
-3.0,4,-18702.683146
-3.0,4,-18702.676115
-5.0,6,-18702.665834
-9.0,10,-18702.654038
-1.0,2,-18702.644151
-2.0,3,-18702.641455
-4.0,5,-18702.633409
-5.0,6,-18702.624496
-1.0,2,-18702.619383
-3.0,4,-18702.615668
-5.0,6,-18702.607708
-4.0,5,-18702.600345
-2.0,3,-18702.593524
-1.0,2,-18702.591523
-2.0,3,-18702.585098
0.0,1,-18702.583999
-3.0,4,-18702.575595
-2.0,3,-18702.568653
-2.0,3,-18702.565894
-2.0,3,-18702.560192
-3.0,4,-18702.556376
0.0,1,-18702.55362
-1.0,2,-18702.55129
-3.0,4,-18702.54773
-4.0,5,-18702.541952
-3.0,4,-18702.534318
-2.0,3,-18702.526624
-6.0,7,-18702.520191
-2.0,3,-18702.509917
-2.0,3,-18702.506817
-2.0,3,-18702.501991
-1.0,2,-18702.500091
-4.0,5,-18702.491651
-2.0,3,-18702.484585
-3.0,4,-18702.480796
-5.0,6,-18702.474469
-6.0,7,-18702.465011
-2.0,3,-18702.460096
-1.0,2,-18702.457892
-6.0,7,-18702.447928
-3.0,4,-18702.442495
-3.0,4,-18702.433704
-1.0,2,-18702.427282
-4.0,5,-18702.42261
-7.0,8,-18702.413828
-3.0,4,-18702.409075
-1.0,2,-18702.402003
-4.0,5,-18702.397162
-3.0,4,-18702.392925
-5.0,6,-18702.387426
-4.0,5,-18702.374583
-2.0,3,-18702.368037
-3.0,4,-18702.364493
-4.0,5,-18702.357786
-5.0,6,-18702.348904
-3.0,4,-18702.342272
0.0,1,-18702.335919
-2.0,3,-18702.331731
-2.0,3,-18702.326124
-2.0,3,-18702.323283
-1.0,2,-18702.318694
-5.0,6,-18702.312646
-3.0,4,-18702.299725
-3.0,4,-18702.292047
-1.0,2,-18702.284962
-9.0,10,-18702.274649
-1.0,2,-18702.268708
-3.0,4,-18702.264992
-1.0,2,-18702.260418
-2.0,3,-18702.257461
-1.0,2,-18702.252044
-3.0,4,-18702.248435
-3.0,4,-18702.242052
-2.0,3,-18702.238823
-2.0,3,-18702.236002
-3.0,4,-18702.232397
-1.0,2,-18702.226835
-2.0,3,-18702.223892
0.0,1,-18702.219286
0.0,1,-18702.218021
-4.0,5,-18702.212844
0.0,1,-18702.211637
-7.0,8,-18702.204565
-3.0,4,-18702.200303
-2.0,3,-18702.192354
-5.0,6,-18702.186383
-1.0,2,-18702.176502
-3.0,4,-18702.172977
-3.0,4,-18702.166825
-5.0,6,-18702.156311
-2.0,3,-18702.151002
-3.0,4,-18702.147216
-2.0,3,-18702.143092
-1.0,2,-18702.141238
-2.0,3,-18702.134057
-3.0,4,-18702.130341
-2.0,3,-18702.126369
-1.0,2,-18702.124515
-3.0,4,-18702.116328
-1.0,2,-18702.109649
-7.0,8,-18702.102493
-1.0,2,-18702.093106
-2.0,3,-18702.090314
-4.0,5,-18702.08227
-3.0,4,-18702.074898
-3.0,4,-18702.066482
-3.0,4,-18702.058161
-1.0,2,-18702.051337
-3.0,4,-18702.047715
-3.0,4,-18702.041462
-4.0,5,-18702.031757
-2.0,3,-18702.025382
-6.0,7,-18702.019217
-2.0,3,-18702.008256
-2.0,3,-18702.005497
-9.0,10,-18701.518018
-3.0,4,-18701.503448
-3.0,4,-18701.496219
-2.0,3,-18701.489986
-2.0,3,-18701.486755
-4.0,5,-18701.479777
-1.0,2,-18701.473707
-2.0,3,-18701.470956
-1.0,2,-18701.465832
-7.0,8,-18701.457752
-3.0,4,-18701.447012
-2.0,3,-18701.439639
-9.0,10,-18701.430179
-1.0,2,-18701.423764
-1.0,2,-18701.4219
-2.0,3,-18701.414567
-3.0,4,-18701.410938
-4.0,5,-18701.404452
-4.0,5,-18701.387437
-3.0,4,-18701.381357
-4.0,5,-18701.371947
-5.0,6,-18701.363014
-3.0,4,-18701.356185
-4.0,5,-18701.346929
-9.0,10,-18701.334147
-1.0,2,-18701.32426
-2.0,3,-18701.321446
-2.0,3,-18701.315268
-1.0,2,-18701.313332
-2.0,3,-18701.307077
-1.0,2,-18701.305038
-2.0,3,-18701.298527
-2.0,3,-18701.295403
-2.0,3,-18701.290327
-4.0,5,-18701.285691
-3.0,4,-18701.281765
-1.0,2,-18701.279718
-2.0,3,-18701.273714
-4.0,5,-18701.26861
0.0,1,-18701.258202
-1.0,2,-18701.256022
0.0,1,-18701.25032
-2.0,3,-18701.247438
-2.0,3,-18701.239611
-2.0,3,-18701.230322
-2.0,3,-18701.223294
-5.0,6,-18701.21541
-2.0,3,-18701.212243
-3.0,4,-18701.205658
-3.0,4,-18701.197649
-2.0,3,-18701.190218
-2.0,3,-18701.187149
0.0,1,-18701.183143
-3.0,4,-18701.177507
-1.0,2,-18701.174079
-3.0,4,-18701.169989
-4.0,5,-18701.161844
-4.0,5,-18701.154487
-8.0,9,-18701.14264
-2.0,3,-18701.131202
-3.0,4,-18701.122471
-2.0,3,-18701.115037
0.0,1,-18701.113742
-3.0,4,-18701.104409
-3.0,4,-18701.095943
-2.0,3,-18701.090171
-3.0,4,-18701.086107
-2.0,3,-18701.081823
-3.0,4,-18701.078113
0.0,1,-18701.075471
-2.0,3,-18701.072351
-3.0,4,-18701.064415
-1.0,2,-18701.057442
-4.0,5,-18701.052896
-2.0,3,-18701.048801
-1.0,2,-18701.046801
-8.0,9,-18701.034582
-3.0,4,-18701.022412
-2.0,3,-18701.014559
-3.0,4,-18701.010725
-2.0,3,-18701.007872
-2.0,3,-18700.999055
-4.0,5,-18700.994496
-1.0,2,-18700.991829
-2.0,3,-18700.98892
-2.0,3,-18700.98207
-2.0,3,-18700.978601
-2.0,3,-18700.974396
-2.0,3,-18700.971383
-2.0,3,-18700.965743
-2.0,3,-18700.962963
-3.0,4,-18700.956357
-1.0,2,-18700.949679
-1.0,2,-18700.947651
-3.0,4,-18700.939797
-3.0,4,-18700.930976
-6.0,7,-18700.918556
-2.0,3,-18700.907159
-3.0,4,-18700.90313
-2.0,3,-18700.899269
-4.0,5,-18700.894851
-3.0,4,-18700.889628
-2.0,3,-18700.881794
-2.0,3,-18700.878748
-2.0,3,-18700.873192
-2.0,3,-18700.870333
-2.0,3,-18700.867212
-2.0,3,-18700.863741
-2.0,3,-18700.856773
-2.0,3,-18700.85367
-3.0,4,-18700.849761
-4.0,5,-18700.844535
-2.0,3,-18700.840638
-3.0,4,-18700.835983
-2.0,3,-18700.83258
-7.0,8,-18700.823702
-2.0,3,-18700.814089
0.0,1,-18700.807803
-3.0,4,-18700.802161
-3.0,4,-18700.787875
-2.0,3,-18700.782386
-3.0,4,-18700.778173
0.0,1,-18700.775908
-2.0,3,-18700.772991
-2.0,3,-18700.765086
-1.0,2,-18700.763163
-6.0,7,-18700.753933
-2.0,3,-18700.748873
-1.0,2,-18700.74645
-5.0,6,-18700.737187
-4.0,5,-18700.730292
-7.0,8,-18700.718875
-3.0,4,-18700.714832
-5.0,6,-18700.709362
-2.0,3,-18700.70629
-3.0,4,-18700.69755
-5.0,6,-18700.686764
-4.0,5,-18700.68011
-2.0,3,-18700.673428
-4.0,5,-18700.668683
-4.0,5,-18700.662846
-3.0,4,-18700.656031
-1.0,2,-18700.64787
-2.0,3,-18700.64508
-8.0,9,-18700.63592
-1.0,2,-18700.633808
0.0,1,-18700.632487
0.0,1,-18700.631383
-7.0,8,-18700.619965
-2.0,3,-18700.615525
-3.0,4,-18700.611756
-7.0,8,-18700.603174
-2.0,3,-18700.599644
-2.0,3,-18700.596434
-2.0,3,-18700.590949
-3.0,4,-18700.587172
-2.0,3,-18700.583108
-3.0,4,-18700.57965
-1.0,2,-18700.575547
-3.0,4,-18700.571785
-3.0,4,-18700.565154
-2.0,3,-18700.557123
-1.0,2,-18700.555139
-2.0,3,-18700.548916
-6.0,7,-18700.542393
-2.0,3,-18700.531458
-1.0,2,-18700.529506
-2.0,3,-18700.526819
-1.0,2,-18700.524416
-3.0,4,-18700.520591
-3.0,4,-18700.515119
-1.0,2,-18700.512821
-2.0,3,-18700.507314
-2.0,3,-18700.504605
-1.0,2,-18700.499789
-2.0,3,-18700.496963
-2.0,3,-18700.490302
-3.0,4,-18700.486795
-2.0,3,-18700.482547
-2.0,3,-18700.479891
-4.0,5,-18700.472251
-1.0,2,-18700.466493
-2.0,3,-18700.463337
-4.0,5,-18700.455856
-2.0,3,-18700.44887
-8.0,9,-18700.44124
-3.0,4,-18700.431249
-3.0,4,-18700.422689
-2.0,3,-18700.41557
-1.0,2,-18700.413589
-2.0,3,-18700.40732
0.0,1,-18700.406206
-1.0,2,-18700.399896
-3.0,4,-18700.396447
-3.0,4,-18700.389395
-2.0,3,-18700.382166
-5.0,6,-18700.376738
-1.0,2,-18700.366218
-3.0,4,-18700.362386
-1.0,2,-18700.358363
-5.0,6,-18700.353025
-6.0,7,-18700.345576
-3.0,4,-18700.339991
-7.0,8,-18700.332652
-6.0,7,-18700.320237
-6.0,7,-18700.31127
-2.0,3,-18700.307486
-3.0,4,-18700.303638
-1.0,2,-18700.299752
-1.0,2,-18700.297852
-2.0,3,-18700.29034
-1.0,2,-18700.288065
-1.0,2,-18700.282765
-3.0,4,-18700.279007
-3.0,4,-18700.273029
-3.0,4,-18700.269296
-8.0,9,-18700.260828
-1.0,2,-18700.257902
-2.0,3,-18700.255183
-3.0,4,-18700.247281
-1.0,2,-18700.24121
-3.0,4,-18700.237703
-4.0,5,-18700.229158
-2.0,3,-18700.223579
-4.0,5,-18700.219046
-3.0,4,-18700.214618
-2.0,3,-18700.211694
-3.0,4,-18700.20622
-3.0,4,-18700.202236
-5.0,6,-18700.196781
-4.0,5,-18700.192186
-4.0,5,-18700.187288
-2.0,3,-18700.181763
-1.0,2,-18700.179796
-5.0,6,-18700.17048
-3.0,4,-18700.163116
-2.0,3,-18700.156213
-2.0,3,-18700.153446
-2.0,3,-18700.148604
-2.0,3,-18700.145403
-3.0,4,-18700.138885
-3.0,4,-18700.130457
-2.0,3,-18700.123168
-2.0,3,-18700.120195
-2.0,3,-18700.116086
-1.0,2,-18700.108142
-2.0,3,-18700.105324
-3.0,4,-18700.098
-3.0,4,-18700.089745
-2.0,3,-18700.082365
-2.0,3,-18700.079576
-3.0,4,-18700.073426
-2.0,3,-18700.070626
-2.0,3,-18700.065881
-3.0,4,-18700.062079
-2.0,3,-18700.057801
-4.0,5,-18700.053533
-1.0,2,-18700.049979
-4.0,5,-18700.045534
-3.0,4,-18700.04003
-2.0,3,-18700.036946
-3.0,4,-18700.033449
-6.0,7,-18700.027422
-1.0,2,-18700.016125
0.0,1,-18700.014991
-4.0,5,-18700.009686
-2.0,3,-18699.998477
-2.0,3,-18699.995659
-3.0,4,-18699.989987
-2.0,3,-18699.987205
-1.0,2,-18699.983138
-1.0,2,-18699.981173
-3.0,4,-18699.972735
-7.0,8,-18699.961249
-3.0,4,-18699.956669
-4.0,5,-18699.952145
-8.0,9,-18699.943758
-10.0,11,-18699.924398
-3.0,4,-18699.914576
-3.0,4,-18699.906128
-1.0,2,-18699.898775
-3.0,4,-18699.895069
-3.0,4,-18699.889961
-3.0,4,-18699.886384
-3.0,4,-18699.881045
-2.0,3,-18699.873438
-2.0,3,-18699.870579
-2.0,3,-18699.865306
-3.0,4,-18699.861808
-2.0,3,-18699.856981
-3.0,4,-18699.853036
-3.0,4,-18699.847185
-2.0,3,-18699.834794
-2.0,3,-18699.831445
-3.0,4,-18699.827312
-2.0,3,-18699.824284
-4.0,5,-18699.813449
-2.0,3,-18699.807757
-1.0,2,-18699.805743
-2.0,3,-18699.799236
-3.0,4,-18699.795493
-2.0,3,-18699.790789
-4.0,5,-18699.786196
-3.0,4,-18699.781946
-7.0,8,-18699.774428
-2.0,3,-18699.771266
-2.0,3,-18699.766024
-3.0,4,-18699.762387
-1.0,2,-18699.758479
-3.0,4,-18699.754344
-1.0,2,-18699.750077
-2.0,3,-18699.747249
0.0,1,-18699.74253
-4.0,5,-18699.738029
-2.0,3,-18699.732808
-2.0,3,-18699.729883
-5.0,6,-18699.721484
-3.0,4,-18699.715153
-3.0,4,-18699.711285
-3.0,4,-18699.707087
-3.0,4,-18699.695156
-2.0,3,-18699.687762
-3.0,4,-18699.68395
-2.0,3,-18699.67992
-3.0,4,-18699.676026
-3.0,4,-18699.670172
-3.0,4,-18699.661311
-6.0,7,-18699.650726
-4.0,5,-18699.644375
-1.0,2,-18699.638283
-4.0,5,-18699.633813
-2.0,3,-18699.628238
-1.0,2,-18699.626079
-4.0,5,-18699.619124
-4.0,5,-18699.610877
-4.0,5,-18699.602407
-3.0,4,-18699.594594
-2.0,3,-18699.587243
-3.0,4,-18699.583555
-4.0,5,-18699.577446
-2.0,3,-18699.569653
-3.0,4,-18699.565855
-4.0,5,-18699.56093
-3.0,4,-18699.552342
-3.0,4,-18699.543746
-3.0,4,-18699.535193
-3.0,4,-18699.52688
-3.0,4,-18699.518572
-1.0,2,-18699.512205
-2.0,3,-18699.509104
-1.0,2,-18699.503677
-2.0,3,-18699.500391
-5.0,6,-18699.492106
-2.0,3,-18699.486388
-3.0,4,-18699.482529
-2.0,3,-18699.477096
-3.0,4,-18699.467919
-2.0,3,-18699.460123
-4.0,5,-18699.45577
-3.0,4,-18699.452047
-2.0,3,-18699.444366
-2.0,3,-18699.441304
-1.0,2,-18699.437299
-7.0,8,-18699.429602
0.0,1,-18699.421076
-2.0,3,-18699.418228
-3.0,4,-18699.409356
-3.0,4,-18699.400632
-2.0,3,-18699.39328
-3.0,4,-18699.389617
-2.0,3,-18699.384961
-4.0,5,-18699.379951
-7.0,8,-18699.363586
0.0,1,-18699.362384
-4.0,5,-18699.357885
-4.0,5,-18699.351291
-1.0,2,-18699.344992
-1.0,2,-18699.342945
-2.0,3,-18699.335773
-3.0,4,-18699.33215
-4.0,5,-18699.325936
-2.0,3,-18699.318562
-5.0,6,-18699.312975
-2.0,3,-18699.30995
-4.0,5,-18699.299927
-3.0,4,-18699.292902
-1.0,2,-18699.286171
-1.0,2,-18699.283823
-2.0,3,-18699.277123
-2.0,3,-18699.274054
-2.0,3,-18699.26933
-2.0,3,-18699.266359
-3.0,4,-18699.259404
-5.0,6,-18699.249407
-3.0,4,-18699.243095
-2.0,3,-18699.235485
-4.0,5,-18699.230938
-2.0,3,-18699.227696
-1.0,2,-18699.225333
-3.0,4,-18699.218192
-3.0,4,-18699.209815
-2.0,3,-18699.201934
-3.0,4,-18699.198148
-3.0,4,-18699.193079
-4.0,5,-18699.18381
-4.0,5,-18699.175363
-3.0,4,-18699.168288
-2.0,3,-18699.15936
-4.0,5,-18699.154659
-2.0,3,-18699.143524
0.0,1,-18699.1423
-3.0,4,-18699.134798
-4.0,5,-18699.124296
-3.0,4,-18699.117508
-2.0,3,-18699.109359
-6.0,7,-18699.102847
-2.0,3,-18699.0944
-2.0,3,-18699.091501
-2.0,3,-18699.086457
-4.0,5,-18699.081828
-2.0,3,-18699.078808
-5.0,6,-18699.07265
-3.0,4,-18699.061092
-5.0,6,-18699.04997
-1.0,2,-18699.0453
-3.0,4,-18699.041707
-3.0,4,-18699.035589
-2.0,3,-18699.027681
-3.0,4,-18699.023977
-10.0,11,-18699.009164
-2.0,3,-18699.003749
-2.0,3,-18699.000448
-2.0,3,-18698.994452
-3.0,4,-18698.990598
-1.0,2,-18698.987417
