#{"t_start": 1743034456.1590307, "env_id": "PandaReach-v3"}
r,l,t
-2.0,3,-18685.542161
-1.0,2,-18685.538491
-3.0,4,-18685.534655
-1.0,2,-18685.529565
-3.0,4,-18685.525269
-2.0,3,-18685.52065
-3.0,4,-18685.516551
-3.0,4,-18685.510954
-2.0,3,-18685.502836
-4.0,5,-18685.498059
-3.0,4,-18685.493457
-1.0,2,-18685.487961
-2.0,3,-18685.477708
-1.0,2,-18685.475787
-2.0,3,-18685.47009
-1.0,2,-18685.462691
-2.0,3,-18685.459682
-3.0,4,-18685.452154
-2.0,3,-18685.444762
-3.0,4,-18685.440618
-2.0,3,-18685.437172
-3.0,4,-18685.433321
0.0,1,-18685.430021
-3.0,4,-18685.426228
-2.0,3,-18685.419552
-2.0,3,-18685.416854
-3.0,4,-18685.410838
-2.0,3,-18685.40363
-2.0,3,-18685.400538
-3.0,4,-18685.393945
-3.0,4,-18685.385397
-3.0,4,-18685.376841
0.0,1,-18685.37127
-2.0,3,-18685.368291
0.0,1,-18685.363041
-3.0,4,-18685.358696
-6.0,7,-18685.349419
-1.0,2,-18685.345776
-3.0,4,-18685.342112
-3.0,4,-18685.335393
-2.0,3,-18685.328225
-2.0,3,-18685.32548
0.0,1,-18685.321811
-2.0,3,-18685.318729
-1.0,2,-18685.312173
-2.0,3,-18685.309334
-2.0,3,-18685.302782
-3.0,4,-18685.298888
-2.0,3,-18685.294695
-5.0,6,-18685.288977
-2.0,3,-18685.278513
-1.0,2,-18685.276605
-3.0,4,-18685.268505
-2.0,3,-18685.261157
-3.0,4,-18685.2571
-1.0,2,-18685.253497
-2.0,3,-18685.250462
-1.0,2,-18685.245327
-2.0,3,-18685.235712
-2.0,3,-18685.232711
0.0,1,-18685.229625
-2.0,3,-18685.226653
-1.0,2,-18685.220242
-3.0,4,-18685.216571
-2.0,3,-18685.21139
-4.0,5,-18685.206522
-2.0,3,-18685.20288
-2.0,3,-18685.200005
-3.0,4,-18685.194121
-1.0,2,-18685.187572
-2.0,3,-18685.184752
-3.0,4,-18685.177205
-3.0,4,-18685.168119
0.0,1,-18685.161888
-2.0,3,-18685.15874
-1.0,2,-18685.153586
-2.0,3,-18685.15053
-4.0,5,-18685.142781
-2.0,3,-18685.136047
-2.0,3,-18685.133278
-2.0,3,-18685.127874
-1.0,2,-18685.125946
-5.0,6,-18685.116932
-1.0,2,-18685.111966
-2.0,3,-18685.10918
-2.0,3,-18685.102693
-3.0,4,-18685.098817
-3.0,4,-18685.093941
-2.0,3,-18685.091097
-1.0,2,-18685.087166
-2.0,3,-18685.084385
-2.0,3,-18685.077583
-1.0,2,-18685.075346
-8.0,9,-18685.064187
-1.0,2,-18685.053282
-1.0,2,-18685.051176
-1.0,2,-18685.044872
-3.0,4,-18685.041397
-3.0,4,-18685.035166
-3.0,4,-18685.026548
-2.0,3,-18685.018965
-2.0,3,-18685.016067
-2.0,3,-18685.011073
-1.0,2,-18685.008977
-3.0,4,-18685.00164
-2.0,3,-18684.993911
-3.0,4,-18684.990144
-3.0,4,-18684.984716
-2.0,3,-18684.97573
-1.0,2,-18684.973773
-3.0,4,-18684.970081
-1.0,2,-18684.96799
-2.0,3,-18684.96507
-2.0,3,-18684.960905
-2.0,3,-18684.951286
-2.0,3,-18684.948161
-2.0,3,-18684.941292
-1.0,2,-18684.939215
-3.0,4,-18684.934707
-3.0,4,-18684.925371
-2.0,3,-18684.916389
-7.0,8,-18684.903708
-2.0,3,-18684.893492
-1.0,2,-18684.891511
0.0,1,-18684.887191
-2.0,3,-18684.88446
-2.0,3,-18684.876743
-1.0,2,-18684.874686
-2.0,3,-18684.868186
-1.0,2,-18684.866265
-3.0,4,-18684.85974
-2.0,3,-18684.856936
0.0,1,-18684.854303
-2.0,3,-18684.851603
0.0,1,-18684.850245
-3.0,4,-18684.843177
-2.0,3,-18684.834816
-2.0,3,-18684.831625
-1.0,2,-18684.82804
-1.0,2,-18684.82609
-3.0,4,-18684.817271
-1.0,2,-18684.810651
-3.0,4,-18684.806897
-2.0,3,-18684.801676
-2.0,3,-18684.798495
-2.0,3,-18684.793747
-3.0,4,-18684.789419
-1.0,2,-18684.786067
-2.0,3,-18684.782132
-2.0,3,-18684.776234
-1.0,2,-18684.768992
-1.0,2,-18684.766257
-1.0,2,-18684.763228
-2.0,3,-18684.753337
-4.0,5,-18684.742634
-2.0,3,-18684.737106
-3.0,4,-18684.727732
-3.0,4,-18684.719765
-1.0,2,-18684.713613
-2.0,3,-18684.710497
-3.0,4,-18684.704009
-1.0,2,-18684.697083
-3.0,4,-18684.693277
-1.0,2,-18684.688544
-1.0,2,-18684.68653
-1.0,2,-18684.679476
-3.0,4,-18684.675344
-1.0,2,-18684.671614
-1.0,2,-18684.669424
-2.0,3,-18684.66217
-1.0,2,-18684.660125
-2.0,3,-18684.652661
-1.0,2,-18684.646888
-3.0,4,-18684.639416
0.0,1,-18684.628574
0.0,1,-18684.626306
-2.0,3,-18684.616443
-2.0,3,-18684.608963
-3.0,4,-18684.597306
-3.0,4,-18684.590149
-2.0,3,-18684.584662
-3.0,4,-18684.572217
-2.0,3,-18684.567987
-3.0,4,-18684.558679
-2.0,3,-18684.548993
-1.0,2,-18684.543938
-1.0,2,-18684.541287
-4.0,5,-18684.532161
-1.0,2,-18684.5281
-4.0,5,-18684.521024
-2.0,3,-18684.508909
-5.0,6,-18684.498492
-3.0,4,-18684.492319
-1.0,2,-18684.485212
-2.0,3,-18684.481918
-2.0,3,-18684.476908
-2.0,3,-18684.467931
0.0,1,-18684.466745
-2.0,3,-18684.458819
-2.0,3,-18684.455746
-2.0,3,-18684.451033
-5.0,6,-18684.443678
-3.0,4,-18684.43452
-1.0,2,-18684.427999
-1.0,2,-18684.425706
-2.0,3,-18684.419176
-3.0,4,-18684.415121
-1.0,2,-18684.411618
-3.0,4,-18684.407938
-1.0,2,-18684.402833
-2.0,3,-18684.399783
-1.0,2,-18684.39428
-1.0,2,-18684.392307
-2.0,3,-18684.38472
0.0,1,-18684.383613
-1.0,2,-18684.381568
-3.0,4,-18684.377639
-3.0,4,-18684.373618
-3.0,4,-18684.367527
0.0,1,-18684.361576
-2.0,3,-18684.358648
0.0,1,-18684.353423
-3.0,4,-18684.349144
0.0,1,-18684.344998
-1.0,2,-18684.34279
-2.0,3,-18684.339949
-1.0,2,-18684.337987
-2.0,3,-18684.334891
-2.0,3,-18684.332005
-4.0,5,-18684.325356
-2.0,3,-18684.317978
-2.0,3,-18684.31455
-3.0,4,-18684.310532
-1.0,2,-18684.308275
-3.0,4,-18684.299143
-3.0,4,-18684.291106
-2.0,3,-18684.28392
-2.0,3,-18684.280953
-3.0,4,-18684.276169
-3.0,4,-18684.266779
-3.0,4,-18684.257549
-4.0,5,-18684.247455
-2.0,3,-18684.242528
-3.0,4,-18684.238627
-4.0,5,-18684.233135
-1.0,2,-18684.22676
-4.0,5,-18684.219947
-2.0,3,-18684.208817
-3.0,4,-18684.204687
-3.0,4,-18684.200739
-2.0,3,-18684.19138
-2.0,3,-18684.183051
-2.0,3,-18684.175183
-1.0,2,-18684.173255
-1.0,2,-18684.168324
-3.0,4,-18684.164356
-6.0,7,-18684.155881
-3.0,4,-18684.149837
-3.0,4,-18684.14017
-1.0,2,-18684.134273
-1.0,2,-18684.132257
-2.0,3,-18684.124773
-3.0,4,-18684.121062
-2.0,3,-18684.11769
-1.0,2,-18684.109185
-2.0,3,-18684.105675
-3.0,4,-18684.098916
-4.0,5,-18684.090221
-2.0,3,-18684.08372
-2.0,3,-18684.08079
-3.0,4,-18684.074352
-3.0,4,-18684.065184
-3.0,4,-18684.056977
-1.0,2,-18684.050856
-2.0,3,-18684.047919
-2.0,3,-18684.041322
-2.0,3,-18684.038505
-2.0,3,-18684.03346
-2.0,3,-18684.030462
-3.0,4,-18684.024204
-2.0,3,-18684.015725
-3.0,4,-18684.011852
0.0,1,-18684.010467
-2.0,3,-18684.000108
-3.0,4,-18683.995847
-1.0,2,-18683.992354
-3.0,4,-18683.988605
-1.0,2,-18683.984728
-2.0,3,-18683.981812
-3.0,4,-18683.97393
-3.0,4,-18683.965786
-1.0,2,-18683.959025
-1.0,2,-18683.956945
-3.0,4,-18683.94844
-1.0,2,-18683.941529
-2.0,3,-18683.938521
-1.0,2,-18683.93412
-2.0,3,-18683.923856
-1.0,2,-18683.921784
-1.0,2,-18683.917535
-2.0,3,-18683.90808
-3.0,4,-18683.904093
-1.0,2,-18683.901335
-4.0,5,-18683.896633
-2.0,3,-18683.891141
-3.0,4,-18683.887208
-2.0,3,-18683.883654
-2.0,3,-18683.880649
-2.0,3,-18683.875208
-3.0,4,-18683.871619
-2.0,3,-18683.866897
-2.0,3,-18683.863989
-1.0,2,-18683.858478
-2.0,3,-18683.855644
-4.0,5,-18683.847331
0.0,1,-18683.842741
-2.0,3,-18683.839922
-1.0,2,-18683.834019
-1.0,2,-18683.832055
0.0,1,-18683.826294
-2.0,3,-18683.823292
-2.0,3,-18683.815651
-5.0,6,-18683.809658
-3.0,4,-18683.798805
-2.0,3,-18683.790368
-1.0,2,-18683.788369
-3.0,4,-18683.78196
0.0,1,-18683.775459
-2.0,3,-18683.772532
-1.0,2,-18683.767057
-1.0,2,-18683.75869
0.0,1,-18683.757405
-2.0,3,-18683.754479
-1.0,2,-18683.752601
0.0,1,-18683.751381
-3.0,4,-18683.74742
-3.0,4,-18683.739708
-2.0,3,-18683.731939
-4.0,5,-18683.727247
-2.0,3,-18683.72396
-1.0,2,-18683.72185
-3.0,4,-18683.714019
-2.0,3,-18683.707646
-1.0,2,-18683.699959
-3.0,4,-18683.696403
-3.0,4,-18683.689925
-3.0,4,-18683.681435
0.0,1,-18683.675123
-1.0,2,-18683.672941
0.0,1,-18683.666671
-3.0,4,-18683.662961
-1.0,2,-18683.657953
-1.0,2,-18683.655677
-2.0,3,-18683.64874
-3.0,4,-18683.644794
-5.0,6,-18683.638926
-3.0,4,-18683.631166
-3.0,4,-18683.62242
-3.0,4,-18683.61448
0.0,1,-18683.609089
-1.0,2,-18683.607086
-3.0,4,-18683.60333
-2.0,3,-18683.598946
-2.0,3,-18683.595843
-1.0,2,-18683.591081
-1.0,2,-18683.588386
-2.0,3,-18683.581219
-2.0,3,-18683.572786
-2.0,3,-18683.565297
-3.0,4,-18683.56172
-2.0,3,-18683.556578
-2.0,3,-18683.553532
-3.0,4,-18683.546732
-5.0,6,-18683.535968
-1.0,2,-18683.525673
-2.0,3,-18683.52283
-2.0,3,-18683.517246
-2.0,3,-18683.514413
-1.0,2,-18683.508448
-2.0,3,-18683.50537
-2.0,3,-18683.500253
0.0,1,-18683.493274
-2.0,3,-18683.490004
-2.0,3,-18683.4826
-2.0,3,-18683.479421
-1.0,2,-18683.476069
-2.0,3,-18683.472981
-2.0,3,-18683.465632
-2.0,3,-18683.462759
-2.0,3,-18683.459929
-3.0,4,-18683.456043
-1.0,2,-18683.450485
-1.0,2,-18683.448464
-2.0,3,-18683.441109
-3.0,4,-18683.437121
-2.0,3,-18683.433225
-1.0,2,-18683.43139
-1.0,2,-18683.425407
0.0,1,-18683.418161
-3.0,4,-18683.414177
-1.0,2,-18683.409122
-2.0,3,-18683.405073
0.0,1,-18683.400186
-3.0,4,-18683.396196
-2.0,3,-18683.390229
-2.0,3,-18683.38746
0.0,1,-18683.383466
-1.0,2,-18683.381144
-3.0,4,-18683.372455
-3.0,4,-18683.364412
-1.0,2,-18683.357575
-3.0,4,-18683.353644
-2.0,3,-18683.348222
-2.0,3,-18683.345104
-2.0,3,-18683.340243
-6.0,7,-18683.333449
-1.0,2,-18683.323806
-3.0,4,-18683.320065
-2.0,3,-18683.315413
-1.0,2,-18683.31339
-3.0,4,-18683.305585
-2.0,3,-18683.298399
-2.0,3,-18683.295176
-1.0,2,-18683.2896
-3.0,4,-18683.284499
-1.0,2,-18683.272999
-2.0,3,-18683.269743
-3.0,4,-18683.264717
-3.0,4,-18683.261147
-2.0,3,-18683.258165
-2.0,3,-18683.255241
-2.0,3,-18683.247737
-2.0,3,-18683.24484
-1.0,2,-18683.240814
0.0,1,-18683.239581
-3.0,4,-18683.235436
-2.0,3,-18683.232215
-3.0,4,-18683.22262
-2.0,3,-18683.215629
-3.0,4,-18683.206459
-1.0,2,-18683.19947
-2.0,3,-18683.196371
-1.0,2,-18683.191822
-3.0,4,-18683.188164
-3.0,4,-18683.181755
-3.0,4,-18683.171901
0.0,1,-18683.166247
-2.0,3,-18683.16347
-3.0,4,-18683.156144
-2.0,3,-18683.148726
-1.0,2,-18683.146686
0.0,1,-18683.142634
-3.0,4,-18683.139103
-3.0,4,-18683.130324
-3.0,4,-18683.122158
-2.0,3,-18683.114118
0.0,1,-18683.113027
-1.0,2,-18683.107062
-2.0,3,-18683.104134
-4.0,5,-18683.096068
-3.0,4,-18683.088526
-1.0,2,-18683.082196
-3.0,4,-18683.078358
-3.0,4,-18683.071756
-2.0,3,-18683.064276
-2.0,3,-18683.061439
0.0,1,-18683.058411
-3.0,4,-18683.054657
0.0,1,-18683.049586
-3.0,4,-18683.045791
-3.0,4,-18683.038815
0.0,1,-18683.032753
-1.0,2,-18683.030646
-3.0,4,-18683.021608
-3.0,4,-18683.012823
-1.0,2,-18683.006861
-2.0,3,-18683.004013
-4.0,5,-18682.995592
-1.0,2,-18682.989933
-2.0,3,-18682.986961
-2.0,3,-18682.981009
-2.0,3,-18682.978115
-1.0,2,-18682.973358
-1.0,2,-18682.971281
-1.0,2,-18682.965089
-2.0,3,-18682.962274
-2.0,3,-18682.428747
-1.0,2,-18682.420798
-2.0,3,-18682.417534
-2.0,3,-18682.412676
-2.0,3,-18682.409742
-3.0,4,-18682.403684
-2.0,3,-18682.396297
-1.0,2,-18682.394282
-3.0,4,-18682.386419
-3.0,4,-18682.377609
-2.0,3,-18682.371134
-1.0,2,-18682.369035
-2.0,3,-18682.362037
-3.0,4,-18682.352365
-3.0,4,-18682.344951
-2.0,3,-18682.337826
-2.0,3,-18682.334832
-1.0,2,-18682.33008
-1.0,2,-18682.328044
-1.0,2,-18682.321827
-4.0,5,-18682.316857
-2.0,3,-18682.312495
-2.0,3,-18682.309374
-1.0,2,-18682.305406
-3.0,4,-18682.301248
-2.0,3,-18682.295793
-6.0,7,-18682.288571
-2.0,3,-18682.278623
-2.0,3,-18682.275744
-2.0,3,-18682.271057
-3.0,4,-18682.26719
-4.0,5,-18682.26044
-3.0,4,-18682.253402
-1.0,2,-18682.246828
-3.0,4,-18682.243249
-1.0,2,-18682.238662
-3.0,4,-18682.235064
-2.0,3,-18682.229525
-2.0,3,-18682.226564
-1.0,2,-18682.222001
-6.0,7,-18682.216054
-1.0,2,-18682.213704
-2.0,3,-18682.210819
-2.0,3,-18682.203816
-2.0,3,-18682.201064
-2.0,3,-18682.195656
-2.0,3,-18682.192789
-1.0,2,-18682.18854
-4.0,5,-18682.183951
-1.0,2,-18682.180337
-4.0,5,-18682.17577
0.0,1,-18682.172218
0.0,1,-18682.17107
-2.0,3,-18682.168262
-2.0,3,-18682.162423
-1.0,2,-18682.160231
-2.0,3,-18682.154411
-3.0,4,-18682.150733
-3.0,4,-18682.144702
-3.0,4,-18682.136915
-1.0,2,-18682.130589
-2.0,3,-18682.127605
-3.0,4,-18682.119747
-7.0,8,-18682.108054
-2.0,3,-18682.10402
0.0,1,-18682.102863
-3.0,4,-18682.094651
-2.0,3,-18682.087419
-2.0,3,-18682.084699
-3.0,4,-18682.078234
-1.0,2,-18682.071214
-2.0,3,-18682.06831
-3.0,4,-18682.061408
-2.0,3,-18682.052536
-1.0,2,-18682.045758
-3.0,4,-18682.04191
-3.0,4,-18682.036553
-2.0,3,-18682.028429
-1.0,2,-18682.026453
0.0,1,-18682.022327
-2.0,3,-18682.01937
-2.0,3,-18682.011419
-3.0,4,-18682.002599
-3.0,4,-18681.994661
0.0,1,-18681.988239
-4.0,5,-18681.983494
-3.0,4,-18681.977782
-4.0,5,-18681.96787
-3.0,4,-18681.961308
-2.0,3,-18681.953022
-4.0,5,-18681.943317
-2.0,3,-18681.937047
-1.0,2,-18681.935004
-2.0,3,-18681.928911
-2.0,3,-18681.926198
-3.0,4,-18681.919769
-3.0,4,-18681.910579
-3.0,4,-18681.90273
-3.0,4,-18681.894185
-3.0,4,-18681.885642
-2.0,3,-18681.878704
-2.0,3,-18681.875784
-1.0,2,-18681.871025
-1.0,2,-18681.869039
-2.0,3,-18681.861594
-6.0,7,-18681.855058
-1.0,2,-18681.845501
-1.0,2,-18681.843525
-3.0,4,-18681.835655
-4.0,5,-18681.824454
-4.0,5,-18681.818525
-3.0,4,-18681.810693
-3.0,4,-18681.802041
-1.0,2,-18681.795731
-2.0,3,-18681.792784
-3.0,4,-18681.786055
-2.0,3,-18681.777918
-2.0,3,-18681.775116
-1.0,2,-18681.771051
-4.0,5,-18681.7665
-2.0,3,-18681.761509
-2.0,3,-18681.758755
-1.0,2,-18681.754175
-1.0,2,-18681.751791
-3.0,4,-18681.74389
-3.0,4,-18681.735332
-5.0,6,-18681.725367
-3.0,4,-18681.718614
-3.0,4,-18681.710308
-2.0,3,-18681.702826
-2.0,3,-18681.700115
-1.0,2,-18681.695854
-2.0,3,-18681.69299
0.0,1,-18681.688058
-2.0,3,-18681.685167
-2.0,3,-18681.678066
-3.0,4,-18681.674377
-1.0,2,-18681.670258
-2.0,3,-18681.667425
-2.0,3,-18681.661074
-2.0,3,-18681.658283
-2.0,3,-18681.652805
-2.0,3,-18681.650073
-1.0,2,-18681.645693
-5.0,6,-18681.63959
-2.0,3,-18681.636408
-3.0,4,-18681.63263
-3.0,4,-18681.626928
-2.0,3,-18681.619594
-2.0,3,-18681.616762
-1.0,2,-18681.612281
-1.0,2,-18681.610299
-2.0,3,-18681.602602
-2.0,3,-18681.599834
-6.0,7,-18681.591317
-2.0,3,-18681.585762
-3.0,4,-18681.581634
-2.0,3,-18681.578003
-2.0,3,-18681.575262
-2.0,3,-18681.569503
-2.0,3,-18681.566779
-1.0,2,-18681.561554
-1.0,2,-18681.559649
-2.0,3,-18681.552363
-4.0,5,-18681.547912
-2.0,3,-18681.544473
-2.0,3,-18681.541283
-2.0,3,-18681.535624
-3.0,4,-18681.531838
-2.0,3,-18681.527214
-2.0,3,-18681.524477
0.0,1,-18681.521143
-4.0,5,-18681.5166
-4.0,5,-18681.50906
-1.0,2,-18681.503191
-1.0,2,-18681.501269
-3.0,4,-18681.493158
-2.0,3,-18681.485704
-2.0,3,-18681.482687
-1.0,2,-18681.478055
-2.0,3,-18681.475183
-3.0,4,-18681.468016
-2.0,3,-18681.46064
-2.0,3,-18681.457856
-2.0,3,-18681.45245
-2.0,3,-18681.449685
-3.0,4,-18681.443511
-3.0,4,-18681.434716
-3.0,4,-18681.426148
-2.0,3,-18681.41893
-2.0,3,-18681.416105
-2.0,3,-18681.411614
-3.0,4,-18681.407792
-2.0,3,-18681.398184
-1.0,2,-18681.396147
-3.0,4,-18681.392622
-3.0,4,-18681.388149
-1.0,2,-18681.380599
-2.0,3,-18681.37784
-5.0,6,-18681.369402
-1.0,2,-18681.3646
-2.0,3,-18681.361749
-3.0,4,-18681.354303
-3.0,4,-18681.345492
-1.0,2,-18681.338389
-3.0,4,-18681.334506
-3.0,4,-18681.329913
-2.0,3,-18681.321843
-2.0,3,-18681.318922
-2.0,3,-18681.313063
-2.0,3,-18681.310067
-3.0,4,-18681.304313
-2.0,3,-18681.296475
-3.0,4,-18681.292988
-2.0,3,-18681.287753
-3.0,4,-18681.284195
-1.0,2,-18681.282362
-3.0,4,-18681.278824
-2.0,3,-18681.271381
-3.0,4,-18681.267817
-2.0,3,-18681.260323
-2.0,3,-18681.257643
-2.0,3,-18681.25467
-3.0,4,-18681.244575
-1.0,2,-18681.23784
-5.0,6,-18681.23242
-3.0,4,-18681.219763
-2.0,3,-18681.211655
-2.0,3,-18681.208901
-2.0,3,-18681.202921
-5.0,6,-18681.197121
-1.0,2,-18681.187976
-2.0,3,-18681.185129
-3.0,4,-18681.177734
-2.0,3,-18681.170355
-2.0,3,-18681.167618
-1.0,2,-18681.162982
-2.0,3,-18681.159864
-4.0,5,-18681.151125
-3.0,4,-18681.143593
-2.0,3,-18681.135916
-2.0,3,-18681.132869
-3.0,4,-18681.126838
-2.0,3,-18681.118484
-3.0,4,-18681.114944
-2.0,3,-18681.110445
-3.0,4,-18681.106413
-3.0,4,-18681.10113
-2.0,3,-18681.098413
-3.0,4,-18681.092656
-1.0,2,-18681.085893
-2.0,3,-18681.083148
-3.0,4,-18681.075531
-3.0,4,-18681.066616
-2.0,3,-18681.059428
-2.0,3,-18681.056664
-2.0,3,-18681.051204
-2.0,3,-18681.048488
-2.0,3,-18681.04322
-2.0,3,-18681.040332
-3.0,4,-18681.03421
0.0,1,-18681.03317
-2.0,3,-18681.026032
-2.0,3,-18681.023399
-3.0,4,-18681.017695
-2.0,3,-18681.014791
-2.0,3,-18681.009533
-2.0,3,-18681.006879
-2.0,3,-18681.001388
-3.0,4,-18680.997852
-3.0,4,-18680.992228
-1.0,2,-18680.984824
-3.0,4,-18680.980903
-2.0,3,-18680.976224
-5.0,6,-18680.970455
-1.0,2,-18680.960238
-2.0,3,-18680.957542
-1.0,2,-18680.952228
-4.0,5,-18680.947929
-3.0,4,-18680.942405
-3.0,4,-18680.93358
-2.0,3,-18680.926269
-2.0,3,-18680.922863
0.0,1,-18680.919862
-1.0,2,-18680.917895
-2.0,3,-18680.915227
-1.0,2,-18680.910754
-2.0,3,-18680.907897
-2.0,3,-18680.901249
-3.0,4,-18680.897669
-2.0,3,-18680.892864
-3.0,4,-18680.889359
-2.0,3,-18680.884341
-2.0,3,-18680.881663
-1.0,2,-18680.876992
-2.0,3,-18680.873689
-2.0,3,-18680.867867
-2.0,3,-18680.86511
-1.0,2,-18680.860228
-2.0,3,-18680.857405
-3.0,4,-18680.850209
-2.0,3,-18680.84136
-2.0,3,-18680.838478
-2.0,3,-18680.834779
-3.0,4,-18680.82512
0.0,1,-18680.819091
-3.0,4,-18680.815498
-1.0,2,-18680.809891
-2.0,3,-18680.807123
-4.0,5,-18680.799112
-2.0,3,-18680.791981
-3.0,4,-18680.78847
-4.0,5,-18680.78291
-3.0,4,-18680.774547
-1.0,2,-18680.768185
-2.0,3,-18680.765489
-2.0,3,-18680.759043
-2.0,3,-18680.756324
-1.0,2,-18680.751892
-3.0,4,-18680.747925
-3.0,4,-18680.741981
-2.0,3,-18680.739217
-1.0,2,-18680.737239
-1.0,2,-18680.735056
-2.0,3,-18680.731997
-1.0,2,-18680.726604
-1.0,2,-18680.724607
-2.0,3,-18680.717193
-2.0,3,-18680.714336
-2.0,3,-18680.70923
-2.0,3,-18680.706501
-1.0,2,-18680.701644
-1.0,2,-18680.699701
-3.0,4,-18680.6911
-2.0,3,-18680.683791
-2.0,3,-18680.681054
-3.0,4,-18680.674653
-1.0,2,-18680.667862
-1.0,2,-18680.665929
-3.0,4,-18680.657666
-2.0,3,-18680.650397
-1.0,2,-18680.648297
-1.0,2,-18680.643171
-3.0,4,-18680.639604
-1.0,2,-18680.634593
-2.0,3,-18680.631776
-4.0,5,-18680.623589
-3.0,4,-18680.616526
0.0,1,-18680.610436
-2.0,3,-18680.607577
-2.0,3,-18680.600324
-2.0,3,-18680.597358
-1.0,2,-18680.59276
-3.0,4,-18680.58918
-3.0,4,-18680.582777
-3.0,4,-18680.573404
-8.0,9,-18680.562452
-2.0,3,-18680.559132
-6.0,7,-18680.551985
-2.0,3,-18680.542157
-2.0,3,-18680.539176
-2.0,3,-18680.533606
-2.0,3,-18680.53085
-3.0,4,-18680.524394
-3.0,4,-18680.5161
-1.0,2,-18680.509418
-4.0,5,-18680.504914
-3.0,4,-18680.499758
-1.0,2,-18680.493276
-1.0,2,-18680.484131
-2.0,3,-18680.480928
-2.0,3,-18680.475266
-2.0,3,-18680.472455
-2.0,3,-18680.467013
-1.0,2,-18680.46503
-3.0,4,-18680.457563
-3.0,4,-18680.44925
-2.0,3,-18680.441841
-2.0,3,-18680.439088
-1.0,2,-18680.434536
-7.0,8,-18680.427515
-2.0,3,-18680.4166
-3.0,4,-18680.413076
-1.0,2,-18680.408441
-2.0,3,-18680.405387
-3.0,4,-18680.398198
0.0,1,-18680.393029
-2.0,3,-18680.383218
-2.0,3,-18680.380389
-2.0,3,-18680.374495
-2.0,3,-18680.371536
0.0,1,-18680.368805
-2.0,3,-18680.365915
-1.0,2,-18680.359003
-1.0,2,-18680.35665
-3.0,4,-18680.348715
-2.0,3,-18680.34163
-4.0,5,-18680.336835
-3.0,4,-18680.332074
-3.0,4,-18680.32378
-3.0,4,-18680.315485
0.0,1,-18680.309761
-3.0,4,-18680.3058
-3.0,4,-18680.299302
-1.0,2,-18680.291697
0.0,1,-18680.290536
-1.0,2,-18680.283796
-3.0,4,-18680.280191
-1.0,2,-18680.275754
-2.0,3,-18680.272923
-1.0,2,-18680.267157
0.0,1,-18680.265832
-1.0,2,-18680.26372
-2.0,3,-18680.258556
-2.0,3,-18680.255765
-3.0,4,-18680.248518
-1.0,2,-18680.241942
-2.0,3,-18680.239135
-2.0,3,-18680.232975
-1.0,2,-18680.231029
-3.0,4,-18680.223804
-1.0,2,-18680.216328
-2.0,3,-18680.213152
-2.0,3,-18680.207983
-3.0,4,-18680.204315
-2.0,3,-18680.199805
-2.0,3,-18680.197042
-2.0,3,-18680.190765
-2.0,3,-18680.187855
-2.0,3,-18680.182101
-3.0,4,-18680.178486
-2.0,3,-18680.17431
0.0,1,-18680.1732
-1.0,2,-18680.166868
-2.0,3,-18680.164017
-2.0,3,-18680.157688
-2.0,3,-18680.155014
-2.0,3,-18680.149747
-3.0,4,-18680.145967
-3.0,4,-18680.140564
-3.0,4,-18680.13172
-3.0,4,-18680.123334
-2.0,3,-18680.115792
-2.0,3,-18680.112716
-1.0,2,-18680.108751
-2.0,3,-18680.105863
-2.0,3,-18680.099623
-1.0,2,-18680.097563
-3.0,4,-18680.089977
-5.0,6,-18680.079313
0.0,1,-18680.076183
-1.0,2,-18680.074189
-1.0,2,-18680.072162
-4.0,5,-18680.063007
-3.0,4,-18680.056561
-1.0,2,-18680.049859
-3.0,4,-18680.046143
-2.0,3,-18680.040905
-3.0,4,-18680.036994
-2.0,3,-18680.0325
-2.0,3,-18680.029558
-1.0,2,-18680.025202
-2.0,3,-18680.022374
-2.0,3,-18680.015612
-2.0,3,-18680.012856
-1.0,2,-18680.008381
-2.0,3,-18680.005452
-2.0,3,-18679.999082
-1.0,2,-18679.997167
-1.0,2,-18679.991652
-2.0,3,-18679.988912
-3.0,4,-18679.981444
-1.0,2,-18679.974579
-2.0,3,-18679.971727
-2.0,3,-18679.965935
-1.0,2,-18679.963997
-2.0,3,-18679.956961
-1.0,2,-18679.955017
-2.0,3,-18679.948985
-1.0,2,-18679.946932
-3.0,4,-18679.939618
-1.0,2,-18679.932804
-2.0,3,-18679.929538
-1.0,2,-18679.92504
-3.0,4,-18679.92107
-2.0,3,-18679.915461
-3.0,4,-18679.911811
-2.0,3,-18679.907032
-1.0,2,-18679.9051
-2.0,3,-18679.898972
-3.0,4,-18679.895203
-5.0,6,-18679.887348
-2.0,3,-18679.88276
-1.0,2,-18679.880639
-3.0,4,-18679.872889
-4.0,5,-18679.863418
-2.0,3,-18679.856117
-1.0,2,-18679.854007
-3.0,4,-18679.846764
-2.0,3,-18679.840369
-1.0,2,-18679.832851
-4.0,5,-18679.828081
-3.0,4,-18679.822947
-2.0,3,-18679.815104
-2.0,3,-18679.811931
-3.0,4,-18679.806275
-2.0,3,-18679.798158
-1.0,2,-18679.796139
-1.0,2,-18679.791325
-3.0,4,-18679.787681
-3.0,4,-18679.780583
-1.0,2,-18679.774457
-5.0,6,-18679.769226
-3.0,4,-18679.76475
-4.0,5,-18679.754945
